TRAMO_ID;anio;provincia;carretera;pk_inicio_km;pk_fin_km;imd_total;tipo_via;proporcion_pesados;EN_TEST_COMUN;MOTIVOS_EXCLUSION_EVALUACION;ESTADO_PREDICCION;PROB_ACCIDENTE_TRAMO_ANIO;FUERA_RANGO_TRAIN;INTERVALO_ID;CLAVE_TRAMO_ANIO;VERSION_MODELO;IMD_IMPUTADO
IMD_42412;2024;Guadalajara;N-211;50.4;55.9;2653.0;Convencional;0.1820580474934037;True;;OK;0.35248105244139943;False;Guadalajara|N-211|50.4|55.9;Guadalajara|N-211|50.4|55.9|2024;v2 | Random Forest | Base;False
IMD_42413;2024;Guadalajara;N-211;55.9;60.0;2653.0;Convencional;0.1820580474934037;True;;OK;0.22956892692223063;False;Guadalajara|N-211|55.9|60;Guadalajara|N-211|55.9|60|2024;v2 | Random Forest | Base;False
IMD_42414;2024;Guadalajara;N-211;60.0;60.3;2168.0;Convencional;0.2186346863468634;True;;OK;0.1269455649639392;False;Guadalajara|N-211|60|60.3;Guadalajara|N-211|60|60.3|2024;v2 | Random Forest | Base;False
IMD_42415;2024;Guadalajara;N-211;60.3;66.5;2168.0;Convencional;0.2186346863468634;True;;OK;0.28253802829223185;False;Guadalajara|N-211|60.3|66.5;Guadalajara|N-211|60.3|66.5|2024;v2 | Random Forest | Base;False
IMD_42416;2024;Guadalajara;N-211;66.5;66.9;2168.0;Convencional;0.2186346863468634;True;;OK;0.11070099306125479;False;Guadalajara|N-211|66.5|66.9;Guadalajara|N-211|66.5|66.9|2024;v2 | Random Forest | Base;False
IMD_42417;2024;Guadalajara;N-211;66.9;68.0;2168.0;Convencional;0.2186346863468634;True;;OK;0.15620076864153234;False;Guadalajara|N-211|66.9|68;Guadalajara|N-211|66.9|68|2024;v2 | Random Forest | Base;False
IMD_42418;2024;Guadalajara;N-211;68.0;76.2;2168.0;Convencional;0.2186346863468634;True;;OK;0.4444637340303659;False;Guadalajara|N-211|68|76.2;Guadalajara|N-211|68|76.2|2024;v2 | Random Forest | Base;False
IMD_42419;2024;Guadalajara;N-211;76.2;78.5;2168.0;Convencional;0.2186346863468634;True;;OK;0.14022528490140482;False;Guadalajara|N-211|76.2|78.5;Guadalajara|N-211|76.2|78.5|2024;v2 | Random Forest | Base;False
IMD_42420;2024;Guadalajara;N-211;78.5;82.4;2168.0;Convencional;0.2186346863468634;True;;OK;0.1620100971347055;False;Guadalajara|N-211|78.5|82.4;Guadalajara|N-211|78.5|82.4|2024;v2 | Random Forest | Base;False
IMD_42421;2024;Guadalajara;N-211;82.4;91.55;1916.0;Convencional;0.2233820459290187;True;;OK;0.42086141903515384;False;Guadalajara|N-211|82.4|91.55;Guadalajara|N-211|82.4|91.55|2024;v2 | Random Forest | Base;False
IMD_42422;2024;Teruel;N-211;91.55;98.9;1883.0;Convencional;0.223579394583112;True;;OK;0.4089295673789415;False;Teruel|N-211|91.55|98.9;Teruel|N-211|91.55|98.9|2024;v2 | Random Forest | Base;False
IMD_42423;2024;Teruel;N-211;98.9;101.4;1883.0;Convencional;0.223579394583112;True;;OK;0.2339418243171276;False;Teruel|N-211|98.9|101.4;Teruel|N-211|98.9|101.4|2024;v2 | Random Forest | Base;False
IMD_42424;2024;Teruel;N-211;101.4;107.8;2538.0;Convencional;0.1989755713159968;True;;OK;0.3644317878368088;False;Teruel|N-211|101.4|107.8;Teruel|N-211|101.4|107.8|2024;v2 | Random Forest | Base;False
IMD_42425;2024;Teruel;N-211;107.8;108.45;2538.0;Convencional;0.1989755713159968;True;;OK;0.17490785137419718;False;Teruel|N-211|107.8|108.45;Teruel|N-211|107.8|108.45|2024;v2 | Random Forest | Base;False
IMD_42426;2024;Teruel;N-211;119.685;119.9;1026.0;Convencional;0.1598440545808966;True;;OK;0.0964793205271291;False;Teruel|N-211|119.685|119.9;Teruel|N-211|119.685|119.9|2024;v2 | Random Forest | Base;False
IMD_42427;2024;Teruel;N-211;119.9;121.9;1026.0;Convencional;0.1598440545808966;True;;OK;0.1285812445070947;False;Teruel|N-211|119.9|121.9;Teruel|N-211|119.9|121.9|2024;v2 | Random Forest | Base;False
IMD_42428;2024;Teruel;N-211;121.9;129.9;1026.0;Convencional;0.1598440545808966;True;;OK;0.4662188316248718;False;Teruel|N-211|121.9|129.9;Teruel|N-211|121.9|129.9|2024;v2 | Random Forest | Base;False
IMD_42429;2024;Teruel;N-211;129.9;132.0;1026.0;Convencional;0.1598440545808966;True;;OK;0.13226725167041803;False;Teruel|N-211|129.9|132;Teruel|N-211|129.9|132|2024;v2 | Random Forest | Base;False
IMD_42430;2024;Teruel;N-211;132.0;134.5;1026.0;Convencional;0.1598440545808966;True;;OK;0.17447851431634093;False;Teruel|N-211|132|134.5;Teruel|N-211|132|134.5|2024;v2 | Random Forest | Base;False
IMD_42431;2024;Teruel;N-211;134.5;139.3;737.0;Convencional;0.1723202170963365;True;;OK;0.19519775854078233;False;Teruel|N-211|134.5|139.3;Teruel|N-211|134.5|139.3|2024;v2 | Random Forest | Base;False
IMD_42432;2024;Teruel;N-211;139.3;139.7;737.0;Convencional;0.1723202170963365;True;;OK;0.08802074583998748;False;Teruel|N-211|139.3|139.7;Teruel|N-211|139.3|139.7|2024;v2 | Random Forest | Base;False
IMD_42433;2024;Teruel;N-211;139.7;144.2;737.0;Convencional;0.1723202170963365;True;;OK;0.20929499967366907;False;Teruel|N-211|139.7|144.2;Teruel|N-211|139.7|144.2|2024;v2 | Random Forest | Base;False
IMD_42434;2024;Teruel;N-211;144.2;148.0;644.0;Convencional;0.2003105590062111;True;;OK;0.27622004401742367;False;Teruel|N-211|144.2|148;Teruel|N-211|144.2|148|2024;v2 | Random Forest | Base;False
IMD_42435;2024;Teruel;N-211;148.0;150.0;644.0;Convencional;0.2003105590062111;True;;OK;0.12121474866181696;False;Teruel|N-211|148|150;Teruel|N-211|148|150|2024;v2 | Random Forest | Base;False
IMD_42436;2024;Teruel;N-211;150.0;153.2;644.0;Convencional;0.2003105590062111;True;;OK;0.2707897945911035;False;Teruel|N-211|150|153.2;Teruel|N-211|150|153.2|2024;v2 | Random Forest | Base;False
IMD_42437;2024;Teruel;N-211;153.2;155.0;644.0;Convencional;0.2003105590062111;True;;OK;0.09900291875553872;False;Teruel|N-211|153.2|155;Teruel|N-211|153.2|155|2024;v2 | Random Forest | Base;False
IMD_42438;2024;Teruel;N-211;155.0;156.0;644.0;Convencional;0.2003105590062111;True;;OK;0.09689601022216184;False;Teruel|N-211|155|156;Teruel|N-211|155|156|2024;v2 | Random Forest | Base;False
IMD_42439;2024;Teruel;N-211;156.0;164.7;644.0;Convencional;0.2003105590062111;True;;OK;0.3806859643984465;False;Teruel|N-211|156|164.7;Teruel|N-211|156|164.7|2024;v2 | Random Forest | Base;False
IMD_42440;2024;Teruel;N-211;164.7;167.4;1943.0;Convencional;0.105506948018528;True;;OK;0.18306425587599334;False;Teruel|N-211|164.7|167.4;Teruel|N-211|164.7|167.4|2024;v2 | Random Forest | Base;False
IMD_42441;2024;Teruel;N-211;167.4;178.1;1943.0;Convencional;0.105506948018528;True;;OK;0.6683520403046653;False;Teruel|N-211|167.4|178.1;Teruel|N-211|167.4|178.1|2024;v2 | Random Forest | Base;False
IMD_42442;2024;Teruel;N-211;178.1;178.3;1943.0;Convencional;0.105506948018528;True;;OK;0.09849579011876354;False;Teruel|N-211|178.1|178.3;Teruel|N-211|178.1|178.3|2024;v2 | Random Forest | Base;False
IMD_42443;2024;Teruel;N-211;178.3;180.1;1943.0;Convencional;0.105506948018528;True;;OK;0.13247031721068725;False;Teruel|N-211|178.3|180.1;Teruel|N-211|178.3|180.1|2024;v2 | Random Forest | Base;False
IMD_42444;2024;Teruel;N-211;180.1;183.5;1943.0;Convencional;0.105506948018528;True;;OK;0.22135404787392968;False;Teruel|N-211|180.1|183.5;Teruel|N-211|180.1|183.5|2024;v2 | Random Forest | Base;False
IMD_42445;2024;Teruel;N-211;183.5;189.9;1674.0;Convencional;0.2580645161290322;True;;OK;0.3748264233149515;False;Teruel|N-211|183.5|189.9;Teruel|N-211|183.5|189.9|2024;v2 | Random Forest | Base;False
IMD_42446;2024;Teruel;N-211;189.9;193.6;1674.0;Convencional;0.2580645161290322;True;;OK;0.2732266186960328;False;Teruel|N-211|189.9|193.6;Teruel|N-211|189.9|193.6|2024;v2 | Random Forest | Base;False
IMD_42447;2024;Teruel;N-211;193.6;193.8;1407.0;Convencional;0.2281449893390192;True;;OK;0.18964545624215778;False;Teruel|N-211|193.6|193.8;Teruel|N-211|193.6|193.8|2024;v2 | Random Forest | Base;False
IMD_42448;2024;Teruel;N-211;193.8;200.5;1407.0;Convencional;0.2281449893390192;True;;OK;0.375822860799695;False;Teruel|N-211|193.8|200.5;Teruel|N-211|193.8|200.5|2024;v2 | Random Forest | Base;False
IMD_42449;2024;Teruel;N-211;200.5;209.5;1210.0;Convencional;0.2595041322314049;True;;OK;0.48223551512941126;False;Teruel|N-211|200.5|209.5;Teruel|N-211|200.5|209.5|2024;v2 | Random Forest | Base;False
IMD_42450;2024;Teruel;N-211;209.5;211.6;1913.0;Convencional;0.0726607422895974;True;;OK;0.13925209327868834;False;Teruel|N-211|209.5|211.6;Teruel|N-211|209.5|211.6|2024;v2 | Random Forest | Base;False
IMD_42451;2024;Teruel;N-211;211.6;213.1;1913.0;Convencional;0.0726607422895974;True;;OK;0.13685616182361085;False;Teruel|N-211|211.6|213.1;Teruel|N-211|211.6|213.1|2024;v2 | Random Forest | Base;False
IMD_42452;2024;Teruel;N-211;213.1;223.3;2217.0;Convencional;0.1213351375732972;True;;OK;0.6276263721928104;False;Teruel|N-211|213.1|223.3;Teruel|N-211|213.1|223.3|2024;v2 | Random Forest | Base;False
IMD_42453;2024;Teruel;N-211;223.3;226.7;2217.0;Convencional;0.1213351375732972;True;;OK;0.25354368766227947;False;Teruel|N-211|223.3|226.7;Teruel|N-211|223.3|226.7|2024;v2 | Random Forest | Base;False
IMD_42454;2024;Teruel;N-211;226.7;226.9;2217.0;Convencional;0.1213351375732972;True;;OK;0.17213617213366622;False;Teruel|N-211|226.7|226.9;Teruel|N-211|226.7|226.9|2024;v2 | Random Forest | Base;False
IMD_42455;2024;Teruel;N-211;226.9;235.4;5146.0;Convencional;0.078118927322192;True;;OK;0.8325824486732327;False;Teruel|N-211|226.9|235.4;Teruel|N-211|226.9|235.4|2024;v2 | Random Forest | Base;False
IMD_42456;2024;Teruel;N-211;235.4;238.2;5146.0;Convencional;0.078118927322192;True;;OK;0.5235358724774484;False;Teruel|N-211|235.4|238.2;Teruel|N-211|235.4|238.2|2024;v2 | Random Forest | Base;False
IMD_42457;2024;Teruel;N-211;238.2;240.57;3683.0;Convencional;0.1067064892750475;True;;OK;0.311955974754824;False;Teruel|N-211|238.2|240.57;Teruel|N-211|238.2|240.57|2024;v2 | Random Forest | Base;False
IMD_42458;2024;Teruel;N-211;242.146;245.0;1706.0;Convencional;0.1723329425556858;True;;OK;0.1863069208086025;False;Teruel|N-211|242.146|245;Teruel|N-211|242.146|245|2024;v2 | Random Forest | Base;False
IMD_42459;2024;Teruel;N-211;245.0;259.08;2273.0;Convencional;0.1346238451385833;True;;OK;0.648092411021501;False;Teruel|N-211|245|259.08;Teruel|N-211|245|259.08|2024;v2 | Random Forest | Base;False
IMD_42460;2024;Zaragoza;N-211;259.08;269.9;2705.0;Convencional;0.1097966728280961;True;;OK;0.8143875945842208;False;Zaragoza|N-211|259.08|269.9;Zaragoza|N-211|259.08|269.9|2024;v2 | Random Forest | Base;False
IMD_42461;2024;Zaragoza;N-211;269.9;292.1;1499.0;Convencional;0.1407605070046697;True;;OK;0.7561694406999102;False;Zaragoza|N-211|269.9|292.1;Zaragoza|N-211|269.9|292.1|2024;v2 | Random Forest | Base;False
IMD_42462;2024;Zaragoza;N-211;292.1;311.2;1303.0;Convencional;0.2003069838833461;True;;OK;0.7658179191840685;False;Zaragoza|N-211|292.1|311.2;Zaragoza|N-211|292.1|311.2|2024;v2 | Random Forest | Base;False
IMD_42463;2024;Zaragoza;N-211;311.2;312.8;3595.0;Convencional;0.1093184979137691;True;;OK;0.2258257005158456;False;Zaragoza|N-211|311.2|312.8;Zaragoza|N-211|311.2|312.8|2024;v2 | Random Forest | Base;False
IMD_42464;2024;Zaragoza;N-211;312.8;318.4;3595.0;Convencional;0.1093184979137691;True;;OK;0.6664505524714021;False;Zaragoza|N-211|312.8|318.4;Zaragoza|N-211|312.8|318.4|2024;v2 | Random Forest | Base;False
IMD_42465;2024;Huesca;N-211;318.4;328.2;4808.0;Convencional;0.1050332778702163;True;;OK;0.9177430455838949;False;Huesca|N-211|318.4|328.2;Huesca|N-211|318.4|328.2|2024;v2 | Random Forest | Base;False
IMD_42466;2024;Huesca;N-211;328.2;330.18;10309.0;Convencional;0.0987486662139877;True;;OK;0.5316944013184632;False;Huesca|N-211|328.2|330.18;Huesca|N-211|328.2|330.18|2024;v2 | Random Forest | Base;False
IMD_42467;2024;Teruel;N-211A;130.35;133.714;55.0;Convencional;0.1636363636363636;True;;OK;0.05672037602338001;False;Teruel|N-211A|130.35|133.714;Teruel|N-211A|130.35|133.714|2024;v2 | Random Forest | Base;False
IMD_42468;2024;Teruel;N-211A;134.5;135.77;55.0;Convencional;0.1636363636363636;True;;OK;0.033251511793163956;False;Teruel|N-211A|134.5|135.77;Teruel|N-211A|134.5|135.77|2024;v2 | Random Forest | Base;False
IMD_42469;2024;Teruel;N-211A;180.15;185.57;68.0;Convencional;0.0588235294117647;True;;OK;0.08222575024835727;False;Teruel|N-211A|180.15|185.57;Teruel|N-211A|180.15|185.57|2024;v2 | Random Forest | Base;False
IMD_42470;2024;Teruel;N-211A;207.6;214.0;68.0;Convencional;0.0588235294117647;True;;OK;0.12021477678151692;False;Teruel|N-211A|207.6|214;Teruel|N-211A|207.6|214|2024;v2 | Random Forest | Base;False
IMD_42471;2024;Teruel;N-211A;243.6;245.4;6036.0;Convencional;0.0899602385685884;True;;OK;0.31835541887345964;False;Teruel|N-211A|243.6|245.4;Teruel|N-211A|243.6|245.4|2024;v2 | Random Forest | Base;False
IMD_42472;2024;Valencia;N-220;0.0;1.7;40528.0;Convencional;0.0624753257007501;True;;OK;0.7541374710437115;False;Valencia|N-220|0|1.7;Valencia|N-220|0|1.7|2024;v2 | Random Forest | Base;False
IMD_42473;2024;Valencia;N-220;1.7;2.05;40528.0;Convencional;0.0624753257007501;True;;OK;0.5407629622849581;False;Valencia|N-220|1.7|2.05;Valencia|N-220|1.7|2.05|2024;v2 | Random Forest | Base;False
IMD_42474;2024;Teruel;N-223;0.0;1.03;4536.0;Multicarril;0.0434303350970017;True;;OK;0.11565470992929697;False;Teruel|N-223|0|1.03;Teruel|N-223|0|1.03|2024;v2 | Random Forest | Base;False
IMD_42475;2024;Teruel;N-223;1.03;2.06;12060.0;Convencional;0.0228855721393034;True;;OK;0.2630854766309222;False;Teruel|N-223|1.03|2.06;Teruel|N-223|1.03|2.06|2024;v2 | Random Forest | Base;False
IMD_42476;2024;Teruel;N-223;2.06;2.37;12060.0;Multicarril;0.0228855721393034;True;;OK;0.19696025016005042;False;Teruel|N-223|2.06|2.37;Teruel|N-223|2.06|2.37|2024;v2 | Random Forest | Base;False
IMD_42477;2024;Castellón;N-225;0.0;0.3;6130.0;Convencional;0.1451876019575856;False;OBJETIVO_AUSENTE | INCIDENCIA_LOCAL_OBJETIVO;OK;0.14462458748468449;False;Castellón|N-225|0|0.3;Castellón|N-225|0|0.3|2024;v2 | Random Forest | Base;False
IMD_42478;2024;Valencia;N-225;0.3;2.3;6130.0;Convencional;0.1451876019575856;True;;OK;0.34941517006814904;False;Valencia|N-225|0.3|2.3;Valencia|N-225|0.3|2.3|2024;v2 | Random Forest | Base;False
IMD_42479;2024;Valencia;N-225;2.3;4.1;6130.0;Convencional;0.1451876019575856;True;;OK;0.3246139965189538;False;Valencia|N-225|2.3|4.1;Valencia|N-225|2.3|4.1|2024;v2 | Random Forest | Base;False
IMD_42480;2024;Valencia;N-225;4.1;7.0;6130.0;Convencional;0.1451876019575856;True;;OK;0.4764675407765842;False;Valencia|N-225|4.1|7;Valencia|N-225|4.1|7|2024;v2 | Random Forest | Base;False
IMD_42481;2024;Valencia;N-225;7.0;9.3;6130.0;Convencional;0.1451876019575856;True;;OK;0.3570168804179993;False;Valencia|N-225|7|9.3;Valencia|N-225|7|9.3|2024;v2 | Random Forest | Base;False
IMD_42482;2024;Castellón;N-225;9.3;13.4;5717.0;Convencional;0.1707189085184537;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.6562426729163335;False;Castellón|N-225|9.3|13.4;Castellón|N-225|9.3|13.4|2024;v2 | Random Forest | Base;False
IMD_42483;2024;Castellón;N-225;13.4;16.0;5717.0;Convencional;0.1707189085184537;False;OBJETIVO_AUSENTE | INCIDENCIA_LOCAL_OBJETIVO;OK;0.5435177307930643;False;Castellón|N-225|13.4|16;Castellón|N-225|13.4|16|2024;v2 | Random Forest | Base;False
IMD_42484;2024;Castellón;N-225;19.0;22.4;7982.0;Convencional;0.0783011776497118;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.7409530326724283;False;Castellón|N-225|19|22.4;Castellón|N-225|19|22.4|2024;v2 | Random Forest | Base;False
IMD_42485;2024;Castellón;N-225;22.4;23.36;7982.0;Convencional;0.0783011776497118;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.2281337326869842;False;Castellón|N-225|22.4|23.36;Castellón|N-225|22.4|23.36|2024;v2 | Random Forest | Base;False
IMD_42486;2024;Castellón;N-225;42.7;43.6;8649.0;Convencional;0.2080009249624234;False;OBJETIVO_AUSENTE | INCIDENCIA_LOCAL_OBJETIVO;OK;0.2517831666820286;False;Castellón|N-225|42.7|43.6;Castellón|N-225|42.7|43.6|2024;v2 | Random Forest | Base;False
IMD_42487;2024;Castellón;N-225;47.92;49.2;3984.0;Convencional;0.0507028112449799;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.18087987839471292;False;Castellón|N-225|47.92|49.2;Castellón|N-225|47.92|49.2|2024;v2 | Random Forest | Base;False
IMD_42488;2024;Castellón;N-225;49.2;51.49;3984.0;Convencional;0.0507028112449799;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.3779668881990038;False;Castellón|N-225|49.2|51.49;Castellón|N-225|49.2|51.49|2024;v2 | Random Forest | Base;False
IMD_42489;2024;Valencia;N-225A;5.002;6.0;68.0;Convencional;0.0441176470588235;True;;OK;0.03891897634433524;False;Valencia|N-225A|5.002|6;Valencia|N-225A|5.002|6|2024;v2 | Random Forest | Base;False
IMD_42490;2024;Valencia;N-225A;6.0;10.95;68.0;Convencional;0.0441176470588235;True;;OK;0.07870021315746813;False;Valencia|N-225A|6|10.95;Valencia|N-225A|6|10.95|2024;v2 | Random Forest | Base;False
IMD_42491;2024;Lleida;N-230;6.45;10.054;11099.0;Convencional;0.0593747184431029;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.79382239606086;False;Lleida|N-230|6.45|10.054;Lleida|N-230|6.45|10.054|2024;v2 | Random Forest | Base;False
IMD_42492;2024;Lleida;N-230;10.054;23.8;2780.0;Convencional;0.0589928057553956;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.8499493905434998;False;Lleida|N-230|10.054|23.8;Lleida|N-230|10.054|23.8|2024;v2 | Random Forest | Base;False
IMD_42493;2024;Lleida;N-230;23.8;26.5;7197.0;Convencional;0.0907322495484229;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.5519454544294856;False;Lleida|N-230|23.8|26.5;Lleida|N-230|23.8|26.5|2024;v2 | Random Forest | Base;False
IMD_42494;2024;Lleida;N-230;26.5;28.98;3115.0;Convencional;0.1701444622792937;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.28292493476019887;False;Lleida|N-230|26.5|28.98;Lleida|N-230|26.5|28.98|2024;v2 | Random Forest | Base;False
IMD_42495;2024;Huesca;N-230;28.98;32.7;3288.0;Convencional;0.0903284671532846;True;;OK;0.3606494015866935;False;Huesca|N-230|28.98|32.7;Huesca|N-230|28.98|32.7|2024;v2 | Random Forest | Base;False
IMD_42496;2024;Huesca;N-230;32.7;41.6;3288.0;Convencional;0.0903284671532846;True;;OK;0.8267701102311914;False;Huesca|N-230|32.7|41.6;Huesca|N-230|32.7|41.6|2024;v2 | Random Forest | Base;False
IMD_42497;2024;Huesca;N-230;41.6;44.5;4024.0;Convencional;0.1446322067594433;True;;OK;0.3353574784988799;False;Huesca|N-230|41.6|44.5;Huesca|N-230|41.6|44.5|2024;v2 | Random Forest | Base;False
IMD_42498;2024;Huesca;N-230;44.5;46.7;4024.0;Convencional;0.1446322067594433;True;;OK;0.2711791712808497;False;Huesca|N-230|44.5|46.7;Huesca|N-230|44.5|46.7|2024;v2 | Random Forest | Base;False
IMD_42499;2024;Huesca;N-230;46.7;48.9;4024.0;Convencional;0.1446322067594433;True;;OK;0.2711791712808497;False;Huesca|N-230|46.7|48.9;Huesca|N-230|46.7|48.9|2024;v2 | Random Forest | Base;False
IMD_42500;2024;Huesca;N-230;48.9;54.0;4073.0;Convencional;0.1443653326786152;True;;OK;0.5951712712808479;False;Huesca|N-230|48.9|54;Huesca|N-230|48.9|54|2024;v2 | Random Forest | Base;False
IMD_42501;2024;Huesca;N-230;54.0;55.5;4073.0;Convencional;0.1443653326786152;True;;OK;0.2307377976691683;False;Huesca|N-230|54|55.5;Huesca|N-230|54|55.5|2024;v2 | Random Forest | Base;False
IMD_42502;2024;Huesca;N-230;55.5;56.6;4073.0;Convencional;0.1443653326786152;True;;OK;0.1753160018906282;False;Huesca|N-230|55.5|56.6;Huesca|N-230|55.5|56.6|2024;v2 | Random Forest | Base;False
IMD_42503;2024;Huesca;N-230;56.6;61.8;4009.0;Convencional;0.1446744824145672;True;;OK;0.6040596298129771;False;Huesca|N-230|56.6|61.8;Huesca|N-230|56.6|61.8|2024;v2 | Random Forest | Base;False
IMD_42504;2024;Huesca;N-230;61.8;64.2;4009.0;Convencional;0.1446744824145672;True;;OK;0.25686062506936946;False;Huesca|N-230|61.8|64.2;Huesca|N-230|61.8|64.2|2024;v2 | Random Forest | Base;False
IMD_42505;2024;Huesca;N-230;64.2;74.6;3702.0;Convencional;0.1445164775796866;True;;OK;0.8302800021063094;False;Huesca|N-230|64.2|74.6;Huesca|N-230|64.2|74.6|2024;v2 | Random Forest | Base;False
IMD_42506;2024;Huesca;N-230;74.6;81.5;3702.0;Convencional;0.1445164775796866;True;;OK;0.7487929861328376;False;Huesca|N-230|74.6|81.5;Huesca|N-230|74.6|81.5|2024;v2 | Random Forest | Base;False
IMD_42507;2024;Huesca;N-230;81.5;88.0;3217.0;Convencional;0.1703450419645632;True;;OK;0.63830353118594;False;Huesca|N-230|81.5|88;Huesca|N-230|81.5|88|2024;v2 | Random Forest | Base;False
IMD_42508;2024;Huesca;N-230;88.0;89.0;3217.0;Convencional;0.1703450419645632;True;;OK;0.1880611637851589;False;Huesca|N-230|88|89;Huesca|N-230|88|89|2024;v2 | Random Forest | Base;False
IMD_42509;2024;Huesca;N-230;89.0;100.8;2696.0;Convencional;0.206973293768546;True;;OK;0.7518843553662765;False;Huesca|N-230|89|100.8;Huesca|N-230|89|100.8|2024;v2 | Random Forest | Base;False
IMD_42510;2024;Huesca;N-230;100.8;112.7;2696.0;Convencional;0.206973293768546;True;;OK;0.7511968553662766;False;Huesca|N-230|100.8|112.7;Huesca|N-230|100.8|112.7|2024;v2 | Random Forest | Base;False
IMD_42511;2024;Huesca;N-230;112.7;116.2;2696.0;Convencional;0.206973293768546;True;;OK;0.32397660912017573;False;Huesca|N-230|112.7|116.2;Huesca|N-230|112.7|116.2|2024;v2 | Random Forest | Base;False
IMD_42512;2024;Lleida;N-230;116.2;119.48;3363.0;Convencional;0.0948557835266131;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.5348187944356436;False;Lleida|N-230|116.2|119.48;Lleida|N-230|116.2|119.48|2024;v2 | Random Forest | Base;False
IMD_42513;2024;Huesca;N-230;119.48;121.1;3133.0;Convencional;0.1701244813278008;True;;OK;0.2175538635350575;False;Huesca|N-230|119.48|121.1;Huesca|N-230|119.48|121.1|2024;v2 | Random Forest | Base;False
IMD_42514;2024;Lleida;N-230;121.1;122.3;3133.0;Convencional;0.1701244813278008;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.2340295993442183;False;Lleida|N-230|121.1|122.3;Lleida|N-230|121.1|122.3|2024;v2 | Random Forest | Base;False
IMD_42515;2024;Lleida;N-230;122.3;125.3;5301.0;Convencional;0.1092246745897;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.7061890248870556;False;Lleida|N-230|122.3|125.3;Lleida|N-230|122.3|125.3|2024;v2 | Random Forest | Base;False
IMD_42516;2024;Lleida;N-230;125.3;129.1;3686.0;Convencional;0.2069994574064026;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.5661850930518004;False;Lleida|N-230|125.3|129.1;Lleida|N-230|125.3|129.1|2024;v2 | Random Forest | Base;False
IMD_42517;2024;Lleida;N-230;129.1;133.61;3158.0;Convencional;0.1089297023432552;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.5512910400018265;False;Lleida|N-230|129.1|133.61;Lleida|N-230|129.1|133.61|2024;v2 | Random Forest | Base;False
IMD_42518;2024;Huesca;N-230;133.61;149.12;3158.0;Convencional;0.1089297023432552;True;;OK;0.9113971087813414;False;Huesca|N-230|133.61|149.12;Huesca|N-230|133.61|149.12|2024;v2 | Random Forest | Base;False
IMD_42519;2024;Lleida;N-230;149.12;163.1;3281.0;Convencional;0.2072538860103626;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.8090011076860697;False;Lleida|N-230|149.12|163.1;Lleida|N-230|149.12|163.1|2024;v2 | Random Forest | Base;False
IMD_42520;2024;Lleida;N-230;163.1;164.7;5439.0;Convencional;0.0950542379113807;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.27124030596298826;False;Lleida|N-230|163.1|164.7;Lleida|N-230|163.1|164.7|2024;v2 | Random Forest | Base;False
IMD_42521;2024;Lleida;N-230;164.7;169.0;5439.0;Convencional;0.0950542379113807;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.7406882293900892;False;Lleida|N-230|164.7|169;Lleida|N-230|164.7|169|2024;v2 | Random Forest | Base;False
IMD_42522;2024;Lleida;N-230;169.0;178.1;5439.0;Convencional;0.0950542379113807;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.8784643989901768;False;Lleida|N-230|169|178.1;Lleida|N-230|169|178.1|2024;v2 | Random Forest | Base;False
IMD_42523;2024;Lleida;N-230;178.1;181.859;4938.0;Convencional;0.1020656136087484;False;OBJETIVO_AUSENTE | INCIDENCIA_LOCAL_OBJETIVO;OK;0.7652798128402903;False;Lleida|N-230|178.1|181.859;Lleida|N-230|178.1|181.859|2024;v2 | Random Forest | Base;False
IMD_42524;2024;Lleida;N-230;181.859;187.09;3938.0;Convencional;0.0931945149822244;False;INCIDENCIA_LOCAL_OBJETIVO;OK;0.5837285454609402;False;Lleida|N-230|181.859|187.09;Lleida|N-230|181.859|187.09|2024;v2 | Random Forest | Base;False
IMD_42525;2024;Castellón;N-232;0.0;0.38;11275.0;Multicarril;0.1683370288248337;True;;OK;0.22825429460172283;False;Castellón|N-232|0|0.38;Castellón|N-232|0|0.38|2024;v2 | Random Forest | Base;False
IMD_42526;2024;Castellón;N-232;0.38;1.6;11275.0;Convencional;0.1683370288248337;True;;OK;0.30983923018525994;False;Castellón|N-232|0.38|1.6;Castellón|N-232|0.38|1.6|2024;v2 | Random Forest | Base;False
